# surface_flux.csv —— 问题 1 表面量分项（fig14 的唯一数据源）
# 口径：j_w=rho_d,s*h_m*(U_s-C_env) [kg 水/(m²·s)]，正=脱湿；h_m=8e-7 m/s（附录2 延用）
# rho_d,s=(650+128*U_s)/(1+U_s) [kg/m³]（附录2 湿密度 ρ=650+128C 除以 1+C，同 latent_scenario.py 口径）
# D_s=D_附2(C_s)=7e-9*exp(-0.89/C_s) [m²/s]；C_env 为附件1 环境水分（线性插值到 1 s 网格）
# 生成：python plot_all.py fig14
t_s,Cs_kg_kg,Ts_K,rho_d_s_kg_m3,j_w_kg_m2_s,D_s_m2_s,C_env_kg_kg
1419,1.599008,307.8460,328.8459,4.126555e-04,4.012101e-09,0.030433
1420,1.598752,307.8517,328.8656,4.126121e-04,4.011744e-09,0.030437
1421,1.598497,307.8574,328.8854,4.125686e-04,4.011387e-09,0.030440
1422,1.598241,307.8630,328.9051,4.125252e-04,4.011030e-09,0.030444
1423,1.597986,307.8687,328.9249,4.124818e-04,4.010673e-09,0.030448
1424,1.597730,307.8743,328.9446,4.124384e-04,4.010316e-09,0.030451
1425,1.597475,307.8800,328.9644,4.123951e-04,4.009959e-09,0.030455
1426,1.597220,307.8856,328.9841,4.123517e-04,4.009602e-09,0.030459
1427,1.596965,307.8913,329.0038,4.123084e-04,4.009246e-09,0.030462
1428,1.596711,307.8969,329.0236,4.122651e-04,4.008889e-09,0.030466
1429,1.596456,307.9026,329.0433,4.122218e-04,4.008533e-09,0.030470
1430,1.596202,307.9082,329.0630,4.121786e-04,4.008177e-09,0.030473
1431,1.595947,307.9139,329.0827,4.121353e-04,4.007821e-09,0.030477
1432,1.595693,307.9195,329.1024,4.120921e-04,4.007465e-09,0.030481
1433,1.595439,307.9251,329.1220,4.120489e-04,4.007109e-09,0.030484
1434,1.595185,307.9308,329.1417,4.120057e-04,4.006753e-09,0.030488
1435,1.594931,307.9364,329.1614,4.119625e-04,4.006397e-09,0.030492
1436,1.594677,307.9420,329.1811,4.119193e-04,4.006041e-09,0.030495
1437,1.594424,307.9477,329.2007,4.118762e-04,4.005686e-09,0.030499
1438,1.594170,307.9533,329.2204,4.118331e-04,4.005330e-09,0.030503
1439,1.593917,307.9589,329.2400,4.117900e-04,4.004975e-09,0.030506
1440,1.593664,307.9646,329.2597,4.117469e-04,4.004620e-09,0.030510
1441,1.593411,307.9701,329.2793,4.117027e-04,4.004265e-09,0.030518
1442,1.593158,307.9756,329.2989,4.116586e-04,4.003910e-09,0.030526
1443,1.592905,307.9811,329.3186,4.116145e-04,4.003555e-09,0.030533
1444,1.592653,307.9865,329.3382,4.115704e-04,4.003200e-09,0.030541
1445,1.592400,307.9919,329.3578,4.115263e-04,4.002846e-09,0.030549
1446,1.592148,307.9973,329.3774,4.114822e-04,4.002491e-09,0.030557
1447,1.591896,308.0027,329.3970,4.114382e-04,4.002137e-09,0.030565
1448,1.591644,308.0080,329.4165,4.113942e-04,4.001783e-09,0.030573
1449,1.591392,308.0133,329.4361,4.113502e-04,4.001428e-09,0.030581
1450,1.591140,308.0186,329.4557,4.113062e-04,4.001074e-09,0.030588
1451,1.590889,308.0239,329.4753,4.112623e-04,4.000721e-09,0.030596
1452,1.590637,308.0292,329.4948,4.112183e-04,4.000367e-09,0.030604
1453,1.590386,308.0344,329.5144,4.111744e-04,4.000013e-09,0.030612
1454,1.590135,308.0397,329.5339,4.111305e-04,3.999660e-09,0.030620
1455,1.589884,308.0449,329.5534,4.110867e-04,3.999306e-09,0.030627
1456,1.589633,308.0501,329.5730,4.110428e-04,3.998953e-09,0.030635
1457,1.589382,308.0553,329.5925,4.109990e-04,3.998600e-09,0.030643
1458,1.589132,308.0605,329.6120,4.109551e-04,3.998246e-09,0.030651
1459,1.588881,308.0657,329.6315,4.109113e-04,3.997893e-09,0.030659
1460,1.588631,308.0709,329.6510,4.108676e-04,3.997540e-09,0.030667
1461,1.588381,308.0760,329.6705,4.108238e-04,3.997188e-09,0.030675
1462,1.588130,308.0812,329.6900,4.107800e-04,3.996835e-09,0.030682
1463,1.587881,308.0863,329.7095,4.107363e-04,3.996482e-09,0.030690
1464,1.587631,308.0914,329.7289,4.106926e-04,3.996130e-09,0.030698
1465,1.587381,308.0966,329.7484,4.106489e-04,3.995778e-09,0.030706
1466,1.587131,308.1017,329.7679,4.106053e-04,3.995425e-09,0.030714
1467,1.586882,308.1068,329.7873,4.105616e-04,3.995073e-09,0.030721
1468,1.586633,308.1118,329.8068,4.105180e-04,3.994721e-09,0.030729
1469,1.586383,308.1169,329.8262,4.104744e-04,3.994369e-09,0.030737
1470,1.586134,308.1220,329.8457,4.104308e-04,3.994017e-09,0.030745
1471,1.585886,308.1270,329.8651,4.103872e-04,3.993666e-09,0.030753
1472,1.585637,308.1321,329.8845,4.103436e-04,3.993314e-09,0.030761
1473,1.585388,308.1371,329.9039,4.103001e-04,3.992962e-09,0.030769
1474,1.585140,308.1422,329.9233,4.102566e-04,3.992611e-09,0.030776
1475,1.584891,308.1472,329.9427,4.102131e-04,3.992260e-09,0.030784
1476,1.584643,308.1522,329.9621,4.101696e-04,3.991908e-09,0.030792
1477,1.584395,308.1572,329.9815,4.101261e-04,3.991557e-09,0.030800
1478,1.584147,308.1622,330.0009,4.100827e-04,3.991206e-09,0.030808
1479,1.583899,308.1672,330.0203,4.100392e-04,3.990855e-09,0.030815
1480,1.583651,308.1722,330.0397,4.099958e-04,3.990505e-09,0.030823
1481,1.583404,308.1771,330.0590,4.099524e-04,3.990154e-09,0.030831
1482,1.583156,308.1821,330.0784,4.099090e-04,3.989803e-09,0.030839
1483,1.582909,308.1871,330.0977,4.098657e-04,3.989453e-09,0.030847
1484,1.582661,308.1920,330.1171,4.098223e-04,3.989102e-09,0.030855
1485,1.582414,308.1969,330.1364,4.097790e-04,3.988752e-09,0.030863
1486,1.582167,308.2019,330.1558,4.097357e-04,3.988402e-09,0.030870
1487,1.581920,308.2068,330.1751,4.096924e-04,3.988052e-09,0.030878
1488,1.581674,308.2117,330.1944,4.096492e-04,3.987702e-09,0.030886
1489,1.581427,308.2166,330.2137,4.096059e-04,3.987352e-09,0.030894
1490,1.581181,308.2216,330.2330,4.095627e-04,3.987002e-09,0.030902
1491,1.580934,308.2265,330.2523,4.095195e-04,3.986653e-09,0.030909
1492,1.580688,308.2313,330.2716,4.094763e-04,3.986303e-09,0.030917
1493,1.580442,308.2362,330.2909,4.094331e-04,3.985954e-09,0.030925
1494,1.580196,308.2411,330.3102,4.093899e-04,3.985604e-09,0.030933
1495,1.579950,308.2460,330.3295,4.093468e-04,3.985255e-09,0.030941
1496,1.579705,308.2509,330.3488,4.093037e-04,3.984906e-09,0.030949
1497,1.579459,308.2557,330.3680,4.092606e-04,3.984557e-09,0.030957
1498,1.579214,308.2606,330.3873,4.092175e-04,3.984208e-09,0.030964
1499,1.578968,308.2654,330.4065,4.091744e-04,3.983859e-09,0.030972
1500,1.578723,308.2703,330.4258,4.091313e-04,3.983510e-09,0.030980
1501,1.578478,308.2752,330.4450,4.090887e-04,3.983161e-09,0.030987
1502,1.578233,308.2803,330.4643,4.090460e-04,3.982813e-09,0.030993
1503,1.577988,308.2854,330.4835,4.090033e-04,3.982464e-09,0.030999
1504,1.577743,308.2905,330.5027,4.089607e-04,3.982116e-09,0.031006
1505,1.577499,308.2957,330.5219,4.089181e-04,3.981768e-09,0.031013
1506,1.577254,308.3009,330.5411,4.088755e-04,3.981419e-09,0.031019
1507,1.577010,308.3061,330.5603,4.088329e-04,3.981071e-09,0.031026
1508,1.576766,308.3114,330.5795,4.087903e-04,3.980723e-09,0.031032
1509,1.576521,308.3166,330.5987,4.087478e-04,3.980375e-09,0.031039
1510,1.576277,308.3219,330.6179,4.087052e-04,3.980028e-09,0.031045
1511,1.576034,308.3273,330.6371,4.086627e-04,3.979680e-09,0.031051
1512,1.575790,308.3326,330.6563,4.086202e-04,3.979332e-09,0.031058
1513,1.575546,308.3380,330.6755,4.085777e-04,3.978985e-09,0.031065
1514,1.575303,308.3433,330.6946,4.085353e-04,3.978637e-09,0.031071
1515,1.575059,308.3487,330.7138,4.084928e-04,3.978290e-09,0.031078
1516,1.574816,308.3541,330.7329,4.084504e-04,3.977943e-09,0.031084
1517,1.574573,308.3596,330.7521,4.084080e-04,3.977595e-09,0.031091
1518,1.574330,308.3650,330.7712,4.083656e-04,3.977248e-09,0.031097
1519,1.574087,308.3704,330.7904,4.083232e-04,3.976901e-09,0.031104
1520,1.573844,308.3759,330.8095,4.082808e-04,3.976554e-09,0.031110
1521,1.573601,308.3814,330.8286,4.082385e-04,3.976208e-09,0.031117
1522,1.573359,308.3868,330.8477,4.081962e-04,3.975861e-09,0.031123
1523,1.573116,308.3923,330.8669,4.081539e-04,3.975514e-09,0.031130
1524,1.572874,308.3978,330.8860,4.081116e-04,3.975168e-09,0.031136
1525,1.572632,308.4033,330.9051,4.080693e-04,3.974821e-09,0.031143
1526,1.572390,308.4089,330.9242,4.080270e-04,3.974475e-09,0.031149
1527,1.572148,308.4144,330.9432,4.079848e-04,3.974129e-09,0.031156
1528,1.571906,308.4200,330.9623,4.079425e-04,3.973783e-09,0.031162
1529,1.571664,308.4255,330.9814,4.079003e-04,3.973437e-09,0.031169
1530,1.571423,308.4311,331.0005,4.078581e-04,3.973091e-09,0.031175
1531,1.571181,308.4366,331.0195,4.078160e-04,3.972745e-09,0.031182
1532,1.570940,308.4422,331.0386,4.077738e-04,3.972399e-09,0.031188
1533,1.570699,308.4478,331.0576,4.077317e-04,3.972054e-09,0.031195
1534,1.570457,308.4534,331.0767,4.076895e-04,3.971708e-09,0.031201
1535,1.570216,308.4590,331.0957,4.076474e-04,3.971363e-09,0.031208
1536,1.569976,308.4646,331.1148,4.076053e-04,3.971017e-09,0.031214
1537,1.569735,308.4702,331.1338,4.075633e-04,3.970672e-09,0.031221
1538,1.569494,308.4759,331.1528,4.075212e-04,3.970327e-09,0.031227
1539,1.569254,308.4815,331.1718,4.074792e-04,3.969982e-09,0.031234
1540,1.569013,308.4871,331.1909,4.074371e-04,3.969637e-09,0.031240
1541,1.568773,308.4928,331.2099,4.073951e-04,3.969292e-09,0.031246
1542,1.568533,308.4985,331.2289,4.073531e-04,3.968947e-09,0.031253
1543,1.568293,308.5041,331.2479,4.073112e-04,3.968603e-09,0.031260
1544,1.568053,308.5098,331.2669,4.072692e-04,3.968258e-09,0.031266
1545,1.567813,308.5155,331.2858,4.072273e-04,3.967913e-09,0.031273
1546,1.567573,308.5211,331.3048,4.071853e-04,3.967569e-09,0.031279
1547,1.567334,308.5268,331.3238,4.071434e-04,3.967225e-09,0.031286
1548,1.567094,308.5325,331.3428,4.071015e-04,3.966881e-09,0.031292
1549,1.566855,308.5382,331.3617,4.070597e-04,3.966536e-09,0.031298
1550,1.566616,308.5439,331.3807,4.070178e-04,3.966192e-09,0.031305
1551,1.566377,308.5496,331.3996,4.069760e-04,3.965848e-09,0.031311
1552,1.566138,308.5554,331.4186,4.069341e-04,3.965505e-09,0.031318
1553,1.565899,308.5611,331.4375,4.068923e-04,3.965161e-09,0.031325
1554,1.565660,308.5668,331.4564,4.068505e-04,3.964817e-09,0.031331
1555,1.565421,308.5726,331.4754,4.068088e-04,3.964474e-09,0.031338
1556,1.565183,308.5783,331.4943,4.067670e-04,3.964130e-09,0.031344
1557,1.564944,308.5840,331.5132,4.067253e-04,3.963787e-09,0.031351
1558,1.564706,308.5898,331.5321,4.066835e-04,3.963444e-09,0.031357
1559,1.564468,308.5956,331.5510,4.066418e-04,3.963100e-09,0.031364
1560,1.564230,308.6013,331.5699,4.066001e-04,3.962757e-09,0.031370
1561,1.563992,308.6070,331.5888,4.065583e-04,3.962414e-09,0.031377
1562,1.563754,308.6126,331.6077,4.065165e-04,3.962071e-09,0.031384
1563,1.563516,308.6181,331.6265,4.064748e-04,3.961729e-09,0.031391
1564,1.563279,308.6236,331.6454,4.064330e-04,3.961386e-09,0.031398
1565,1.563041,308.6291,331.6643,4.063913e-04,3.961043e-09,0.031405
1566,1.562804,308.6345,331.6831,4.063496e-04,3.960701e-09,0.031412
1567,1.562567,308.6399,331.7020,4.063078e-04,3.960358e-09,0.031419
1568,1.562330,308.6453,331.7209,4.062662e-04,3.960016e-09,0.031426
1569,1.562093,308.6507,331.7397,4.062245e-04,3.959674e-09,0.031433
1570,1.561856,308.6561,331.7585,4.061828e-04,3.959332e-09,0.031440
1571,1.561619,308.6614,331.7774,4.061412e-04,3.958990e-09,0.031447
1572,1.561382,308.6667,331.7962,4.060996e-04,3.958648e-09,0.031454
1573,1.561146,308.6720,331.8150,4.060580e-04,3.958306e-09,0.031461
1574,1.560910,308.6773,331.8338,4.060164e-04,3.957964e-09,0.031468
1575,1.560673,308.6826,331.8526,4.059748e-04,3.957622e-09,0.031475
1576,1.560437,308.6879,331.8714,4.059332e-04,3.957281e-09,0.031482
1577,1.560201,308.6931,331.8902,4.058917e-04,3.956939e-09,0.031489
1578,1.559965,308.6984,331.9090,4.058502e-04,3.956598e-09,0.031496
1579,1.559729,308.7036,331.9278,4.058086e-04,3.956257e-09,0.031503
1580,1.559494,308.7088,331.9466,4.057672e-04,3.955915e-09,0.031510
1581,1.559258,308.7140,331.9654,4.057257e-04,3.955574e-09,0.031517
1582,1.559022,308.7192,331.9841,4.056842e-04,3.955233e-09,0.031524
1583,1.558787,308.7244,332.0029,4.056428e-04,3.954892e-09,0.031531
1584,1.558552,308.7296,332.0217,4.056013e-04,3.954552e-09,0.031538
1585,1.558317,308.7347,332.0404,4.055599e-04,3.954211e-09,0.031545
1586,1.558082,308.7399,332.0592,4.055185e-04,3.953870e-09,0.031552
1587,1.557847,308.7450,332.0779,4.054771e-04,3.953530e-09,0.031559
1588,1.557612,308.7501,332.0966,4.054358e-04,3.953189e-09,0.031566
1589,1.557377,308.7553,332.1154,4.053944e-04,3.952849e-09,0.031573
1590,1.557143,308.7604,332.1341,4.053531e-04,3.952509e-09,0.031580
1591,1.556908,308.7655,332.1528,4.053118e-04,3.952168e-09,0.031587
1592,1.556674,308.7706,332.1715,4.052705e-04,3.951828e-09,0.031594
1593,1.556440,308.7757,332.1902,4.052292e-04,3.951488e-09,0.031601
1594,1.556206,308.7808,332.2089,4.051879e-04,3.951148e-09,0.031608
1595,1.555972,308.7859,332.2276,4.051467e-04,3.950809e-09,0.031615
1596,1.555738,308.7909,332.2463,4.051054e-04,3.950469e-09,0.031622
1597,1.555504,308.7960,332.2650,4.050642e-04,3.950129e-09,0.031629
1598,1.555270,308.8011,332.2837,4.050230e-04,3.949790e-09,0.031636
1599,1.555037,308.8061,332.3024,4.049818e-04,3.949450e-09,0.031643
1600,1.554803,308.8112,332.3210,4.049407e-04,3.949111e-09,0.031650
1601,1.554570,308.8162,332.3397,4.048995e-04,3.948772e-09,0.031657
1602,1.554337,308.8212,332.3583,4.048584e-04,3.948432e-09,0.031664
1603,1.554104,308.8262,332.3770,4.048172e-04,3.948093e-09,0.031671
1604,1.553871,308.8313,332.3956,4.047761e-04,3.947754e-09,0.031678
1605,1.553638,308.8363,332.4143,4.047350e-04,3.947415e-09,0.031685
1606,1.553405,308.8413,332.4329,4.046940e-04,3.947077e-09,0.031692
1607,1.553172,308.8463,332.4515,4.046529e-04,3.946738e-09,0.031699
1608,1.552940,308.8513,332.4702,4.046119e-04,3.946399e-09,0.031706
1609,1.552707,308.8563,332.4888,4.045708e-04,3.946061e-09,0.031713
1610,1.552475,308.8612,332.5074,4.045298e-04,3.945722e-09,0.031720
1611,1.552243,308.8662,332.5260,4.044888e-04,3.945384e-09,0.031727
1612,1.552011,308.8712,332.5446,4.044478e-04,3.945045e-09,0.031734
1613,1.551779,308.8761,332.5632,4.044069e-04,3.944707e-09,0.031741
1614,1.551547,308.8811,332.5818,4.043659e-04,3.944369e-09,0.031748
1615,1.551315,308.8861,332.6004,4.043250e-04,3.944031e-09,0.031755
1616,1.551083,308.8910,332.6189,4.042841e-04,3.943693e-09,0.031762
1617,1.550852,308.8959,332.6375,4.042432e-04,3.943355e-09,0.031769
1618,1.550620,308.9009,332.6561,4.042023e-04,3.943018e-09,0.031776
1619,1.550389,308.9058,332.6747,4.041614e-04,3.942680e-09,0.031783
1620,1.550158,308.9107,332.6932,4.041205e-04,3.942342e-09,0.031790
1621,1.549927,308.9157,332.7118,4.040798e-04,3.942005e-09,0.031797
1622,1.549696,308.9208,332.7303,4.040391e-04,3.941668e-09,0.031803
1623,1.549465,308.9259,332.7488,4.039983e-04,3.941330e-09,0.031810
1624,1.549234,308.9310,332.7674,4.039576e-04,3.940993e-09,0.031817
1625,1.549003,308.9361,332.7859,4.039169e-04,3.940656e-09,0.031823
1626,1.548773,308.9413,332.8044,4.038763e-04,3.940319e-09,0.031830
1627,1.548542,308.9464,332.8230,4.038356e-04,3.939982e-09,0.031837
1628,1.548312,308.9516,332.8415,4.037949e-04,3.939645e-09,0.031843
1629,1.548082,308.9568,332.8600,4.037543e-04,3.939308e-09,0.031850
1630,1.547852,308.9620,332.8785,4.037137e-04,3.938972e-09,0.031857
1631,1.547622,308.9672,332.8970,4.036731e-04,3.938635e-09,0.031863
1632,1.547392,308.9724,332.9155,4.036325e-04,3.938298e-09,0.031870
1633,1.547162,308.9777,332.9340,4.035920e-04,3.937962e-09,0.031877
1634,1.546932,308.9829,332.9524,4.035514e-04,3.937626e-09,0.031883
1635,1.546703,308.9882,332.9709,4.035109e-04,3.937289e-09,0.031890
1636,1.546473,308.9934,332.9894,4.034703e-04,3.936953e-09,0.031897
1637,1.546244,308.9987,333.0079,4.034298e-04,3.936617e-09,0.031903
1638,1.546015,309.0040,333.0263,4.033893e-04,3.936281e-09,0.031910
1639,1.545785,309.0093,333.0448,4.033489e-04,3.935945e-09,0.031917
1640,1.545556,309.0146,333.0632,4.033084e-04,3.935609e-09,0.031923
1641,1.545327,309.0199,333.0817,4.032679e-04,3.935274e-09,0.031930
1642,1.545099,309.0252,333.1001,4.032275e-04,3.934938e-09,0.031937
1643,1.544870,309.0305,333.1185,4.031871e-04,3.934602e-09,0.031943
1644,1.544641,309.0358,333.1370,4.031467e-04,3.934267e-09,0.031950
1645,1.544413,309.0411,333.1554,4.031063e-04,3.933931e-09,0.031957
1646,1.544184,309.0465,333.1738,4.030659e-04,3.933596e-09,0.031963
1647,1.543956,309.0518,333.1922,4.030256e-04,3.933261e-09,0.031970
1648,1.543728,309.0571,333.2106,4.029852e-04,3.932926e-09,0.031977
1649,1.543500,309.0625,333.2290,4.029449e-04,3.932591e-09,0.031983
1650,1.543272,309.0678,333.2474,4.029046e-04,3.932256e-09,0.031990
1651,1.543044,309.0732,333.2658,4.028643e-04,3.931921e-09,0.031997
1652,1.542816,309.0786,333.2842,4.028240e-04,3.931586e-09,0.032003
1653,1.542588,309.0839,333.3026,4.027838e-04,3.931251e-09,0.032010
1654,1.542361,309.0893,333.3210,4.027435e-04,3.930917e-09,0.032017
1655,1.542133,309.0947,333.3393,4.027033e-04,3.930582e-09,0.032023
1656,1.541906,309.1000,333.3577,4.026631e-04,3.930248e-09,0.032030
1657,1.541679,309.1054,333.3761,4.026229e-04,3.929913e-09,0.032037
1658,1.541452,309.1108,333.3944,4.025827e-04,3.929579e-09,0.032043
1659,1.541225,309.1162,333.4128,4.025425e-04,3.929245e-09,0.032050
1660,1.540998,309.1216,333.4311,4.025023e-04,3.928911e-09,0.032057
1661,1.540771,309.1270,333.4495,4.024622e-04,3.928577e-09,0.032063
1662,1.540544,309.1324,333.4678,4.024221e-04,3.928243e-09,0.032070
1663,1.540318,309.1378,333.4861,4.023819e-04,3.927909e-09,0.032077
1664,1.540091,309.1432,333.5044,4.023418e-04,3.927575e-09,0.032083
1665,1.539865,309.1486,333.5228,4.023018e-04,3.927242e-09,0.032090
1666,1.539638,309.1540,333.5411,4.022617e-04,3.926908e-09,0.032097
1667,1.539412,309.1595,333.5594,4.022216e-04,3.926575e-09,0.032103
1668,1.539186,309.1649,333.5777,4.021816e-04,3.926241e-09,0.032110
1669,1.538960,309.1703,333.5960,4.021416e-04,3.925908e-09,0.032117
1670,1.538734,309.1757,333.6143,4.021015e-04,3.925575e-09,0.032123
1671,1.538509,309.1812,333.6325,4.020616e-04,3.925241e-09,0.032130
1672,1.538283,309.1866,333.6508,4.020216e-04,3.924908e-09,0.032137
1673,1.538057,309.1920,333.6691,4.019816e-04,3.924575e-09,0.032143
1674,1.537832,309.1975,333.6874,4.019417e-04,3.924242e-09,0.032150
1675,1.537607,309.2029,333.7056,4.019017e-04,3.923910e-09,0.032157
1676,1.537381,309.2084,333.7239,4.018618e-04,3.923577e-09,0.032163
1677,1.537156,309.2138,333.7422,4.018219e-04,3.923244e-09,0.032170
1678,1.536931,309.2193,333.7604,4.017820e-04,3.922912e-09,0.032177
1679,1.536706,309.2247,333.7787,4.017421e-04,3.922579e-09,0.032183
1680,1.536481,309.2302,333.7969,4.017022e-04,3.922247e-09,0.032190
1681,1.536257,309.2357,333.8151,4.016623e-04,3.921914e-09,0.032197
1682,1.536032,309.2413,333.8334,4.016223e-04,3.921582e-09,0.032204
1683,1.535808,309.2469,333.8516,4.015824e-04,3.921250e-09,0.032212
1684,1.535583,309.2525,333.8698,4.015424e-04,3.920918e-09,0.032219
1685,1.535359,309.2581,333.8880,4.015025e-04,3.920586e-09,0.032226
1686,1.535135,309.2638,333.9062,4.014626e-04,3.920254e-09,0.032233
1687,1.534911,309.2695,333.9244,4.014227e-04,3.919922e-09,0.032240
1688,1.534687,309.2752,333.9426,4.013828e-04,3.919591e-09,0.032247
1689,1.534463,309.2809,333.9608,4.013430e-04,3.919259e-09,0.032255
1690,1.534239,309.2867,333.9790,4.013031e-04,3.918927e-09,0.032262
1691,1.534015,309.2924,333.9972,4.012633e-04,3.918596e-09,0.032269
1692,1.533792,309.2982,334.0153,4.012235e-04,3.918265e-09,0.032276
1693,1.533568,309.3040,334.0335,4.011837e-04,3.917933e-09,0.032283
1694,1.533345,309.3098,334.0517,4.011439e-04,3.917602e-09,0.032290
1695,1.533122,309.3156,334.0698,4.011041e-04,3.917271e-09,0.032298
1696,1.532899,309.3214,334.0880,4.010643e-04,3.916940e-09,0.032305
1697,1.532676,309.3272,334.1061,4.010246e-04,3.916609e-09,0.032312
1698,1.532453,309.3331,334.1243,4.009849e-04,3.916278e-09,0.032319
1699,1.532230,309.3389,334.1424,4.009451e-04,3.915947e-09,0.032326
1700,1.532007,309.3448,334.1606,4.009054e-04,3.915617e-09,0.032333
1701,1.531784,309.3506,334.1787,4.008658e-04,3.915286e-09,0.032341
1702,1.531562,309.3565,334.1968,4.008261e-04,3.914956e-09,0.032348
1703,1.531339,309.3624,334.2149,4.007864e-04,3.914625e-09,0.032355
1704,1.531117,309.3683,334.2331,4.007468e-04,3.914295e-09,0.032362
1705,1.530895,309.3742,334.2512,4.007072e-04,3.913965e-09,0.032369
1706,1.530673,309.3802,334.2693,4.006675e-04,3.913634e-09,0.032376
1707,1.530451,309.3861,334.2874,4.006279e-04,3.913304e-09,0.032384
1708,1.530229,309.3920,334.3055,4.005884e-04,3.912974e-09,0.032391
1709,1.530007,309.3980,334.3235,4.005488e-04,3.912644e-09,0.032398
1710,1.529785,309.4039,334.3416,4.005092e-04,3.912314e-09,0.032405
1711,1.529564,309.4099,334.3597,4.004697e-04,3.911985e-09,0.032412
1712,1.529342,309.4159,334.3778,4.004302e-04,3.911655e-09,0.032419
1713,1.529121,309.4219,334.3958,4.003907e-04,3.911325e-09,0.032427
1714,1.528899,309.4279,334.4139,4.003512e-04,3.910996e-09,0.032434
1715,1.528678,309.4339,334.4320,4.003117e-04,3.910666e-09,0.032441
1716,1.528457,309.4399,334.4500,4.002722e-04,3.910337e-09,0.032448
1717,1.528236,309.4459,334.4681,4.002327e-04,3.910008e-09,0.032455
1718,1.528015,309.4519,334.4861,4.001933e-04,3.909679e-09,0.032462
1719,1.527794,309.4579,334.5041,4.001539e-04,3.909350e-09,0.032470
1720,1.527574,309.4640,334.5222,4.001145e-04,3.909020e-09,0.032477
1721,1.527353,309.4700,334.5402,4.000751e-04,3.908692e-09,0.032484
1722,1.527132,309.4761,334.5582,4.000357e-04,3.908363e-09,0.032491
1723,1.526912,309.4821,334.5762,3.999963e-04,3.908034e-09,0.032498
1724,1.526692,309.4882,334.5943,3.999570e-04,3.907705e-09,0.032505
1725,1.526472,309.4943,334.6123,3.999176e-04,3.907377e-09,0.032512
1726,1.526251,309.5004,334.6303,3.998783e-04,3.907048e-09,0.032520
1727,1.526031,309.5064,334.6483,3.998390e-04,3.906720e-09,0.032527
1728,1.525812,309.5125,334.6663,3.997997e-04,3.906391e-09,0.032534
1729,1.525592,309.5186,334.6842,3.997604e-04,3.906063e-09,0.032541
1730,1.525372,309.5247,334.7022,3.997211e-04,3.905735e-09,0.032548
1731,1.525152,309.5309,334.7202,3.996819e-04,3.905407e-09,0.032556
1732,1.524933,309.5370,334.7382,3.996426e-04,3.905079e-09,0.032563
1733,1.524713,309.5431,334.7561,3.996034e-04,3.904751e-09,0.032570
1734,1.524494,309.5492,334.7741,3.995642e-04,3.904423e-09,0.032577
1735,1.524275,309.5554,334.7921,3.995250e-04,3.904095e-09,0.032584
1736,1.524056,309.5615,334.8100,3.994858e-04,3.903767e-09,0.032591
1737,1.523837,309.5677,334.8280,3.994466e-04,3.903440e-09,0.032599
1738,1.523618,309.5738,334.8459,3.994075e-04,3.903112e-09,0.032606
1739,1.523399,309.5800,334.8638,3.993683e-04,3.902784e-09,0.032613
1740,1.523180,309.5862,334.8818,3.993292e-04,3.902457e-09,0.032620
1741,1.522962,309.5923,334.8997,3.992900e-04,3.902130e-09,0.032628
1742,1.522743,309.5983,334.9176,3.992508e-04,3.901803e-09,0.032635
1743,1.522525,309.6044,334.9355,3.992116e-04,3.901475e-09,0.032643
1744,1.522306,309.6104,334.9534,3.991724e-04,3.901148e-09,0.032650
1745,1.522088,309.6163,334.9713,3.991333e-04,3.900821e-09,0.032658
1746,1.521870,309.6223,334.9893,3.990942e-04,3.900494e-09,0.032665
1747,1.521652,309.6283,335.0071,3.990550e-04,3.900168e-09,0.032673
1748,1.521434,309.6342,335.0250,3.990159e-04,3.899841e-09,0.032680
1749,1.521216,309.6401,335.0429,3.989768e-04,3.899514e-09,0.032688
1750,1.520999,309.6460,335.0608,3.989378e-04,3.899188e-09,0.032695
1751,1.520781,309.6519,335.0787,3.988987e-04,3.898861e-09,0.032703
1752,1.520563,309.6578,335.0966,3.988596e-04,3.898535e-09,0.032710
1753,1.520346,309.6637,335.1144,3.988206e-04,3.898208e-09,0.032718
1754,1.520129,309.6696,335.1323,3.987816e-04,3.897882e-09,0.032725
1755,1.519911,309.6755,335.1501,3.987426e-04,3.897556e-09,0.032733
1756,1.519694,309.6813,335.1680,3.987036e-04,3.897230e-09,0.032740
1757,1.519477,309.6872,335.1858,3.986646e-04,3.896904e-09,0.032748
1758,1.519260,309.6931,335.2037,3.986256e-04,3.896578e-09,0.032755
1759,1.519043,309.6989,335.2215,3.985867e-04,3.896252e-09,0.032762
1760,1.518827,309.7047,335.2393,3.985477e-04,3.895926e-09,0.032770
1761,1.518610,309.7106,335.2572,3.985088e-04,3.895601e-09,0.032778
1762,1.518393,309.7164,335.2750,3.984699e-04,3.895275e-09,0.032785
1763,1.518177,309.7222,335.2928,3.984310e-04,3.894950e-09,0.032793
1764,1.517961,309.7281,335.3106,3.983921e-04,3.894624e-09,0.032800
1765,1.517744,309.7339,335.3284,3.983533e-04,3.894299e-09,0.032808
1766,1.517528,309.7397,335.3462,3.983144e-04,3.893974e-09,0.032815
1767,1.517312,309.7455,335.3640,3.982756e-04,3.893648e-09,0.032823
1768,1.517096,309.7513,335.3818,3.982367e-04,3.893323e-09,0.032830
